date,site,price,url
2026-06-13,trovaprezzi,599.00,https://www.trovaprezzi.it/televisori-lcd-plasma/prezzi-scheda-prodotto/samsung_qn85f_55_qe55qn85fauxzt-v
2026-06-13,trovaprezzi,599.00,https://www.trovaprezzi.it/televisori-lcd-plasma/prezzi-scheda-prodotto/samsung_qn85f_55_qe55qn85fauxzt-v
